web_scraper_order,web_scraper_start_url,type,prix,adresse,image
"1766925086-857","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Tenues mardi gras","8 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2862971_uploaded_image1_1609530110.jpg"
"1766925086-858","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble blouson-pantalon","12 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2855625_uploaded_image1_1609119933.jpg"
"1766925086-859","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble blouson-pantalon","12 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2855622_uploaded_image1_1609119638.jpg"
"1766925086-860","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements enfants","7 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2851844_uploaded_image1_1608894466.jpg"
"1766925086-861","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robe enfant","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2850857_uploaded_image1_1608821060.jpg"
"1766925086-862","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robes de fées","25 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2848670_uploaded_image1_1608723432.jpg"
"1766925086-863","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble enfant","12 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2848046_uploaded_image1_1608690285.jpg"
"1766925086-864","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2847552_uploaded_image1_1608661644.jpg"
"1766925086-865","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Lange-bébé","6 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2842909_uploaded_image1_1608475681.jpg"
"1766925086-866","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Vêtements prêt à porter","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2841444_uploaded_image1_1608391212.jpg"
"1766925086-867","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Blousons  enfant","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2837197_uploaded_image1_1608213138.jpg"
"1766925086-868","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Ensemble bébé","3 500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2831975_uploaded_image1_1608024518.jpg"
"1766925086-869","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Habits garçon","7 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2830504_uploaded_image1_1607959137.jpg"
"1766925086-870","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Robe bébé","6 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2827196_uploaded_image1_1607800123.jpg"
"1766925086-871","https://sn.coinafrique.com/categorie/vetements-enfants?page=10","Pyjamas","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2820655_uploaded_image1_1607533703.jpg"
"1766925094-872","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfant","1 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3138756_uploaded_image2_1622223312.jpeg"
"1766925094-873","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","1 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3138754_uploaded_image1_1622223222.jpg"
"1766925094-874","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfant","1 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3138750_uploaded_image1_1622223144.jpg"
"1766925094-875","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3138747_uploaded_image1_1622223048.jpg"
"1766925094-876","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble  pour garçon","4 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3137963_uploaded_image1_1622193150.jpg"
"1766925094-877","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Chemises garçon","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3125676_uploaded_image1_1621537910.jpg"
"1766925094-878","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robes enfants","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3125619_uploaded_image1_1621534794.jpg"
"1766925094-879","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe pour enfants","15 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3117591_uploaded_image2_1621167673.jpeg"
"1766925094-880","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","20 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3113417_uploaded_image1_1620899489.jpg"
"1766925094-881","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3110386_uploaded_image1_1620737846.jpg"
"1766925094-882","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3110145_uploaded_image1_1620730955.jpg"
"1766925094-883","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe princesse","5 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3106812_uploaded_image1_1620581452.jpg"
"1766925094-884","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe bazin riche brodé fait main","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3106119_uploaded_image1_1620547487.jpg"
"1766925094-885","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3104022_uploaded_image1_1620427612.jpg"
"1766925094-886","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3104018_uploaded_image1_1620427485.jpg"
"1766925094-887","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3103497_uploaded_image1_1620407250.jpg"
"1766925094-888","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3101212_uploaded_image1_1620313045.jpg"
"1766925094-889","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Prêt à porter enfants","10 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3100941_uploaded_image1_1620306624.jpg"
"1766925094-890","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfant","Prix sur demande","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_3100042_uploaded_image1_1620266770.jpg"
"1766925094-891","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe pour bébé","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3098724_uploaded_image1_1620219131.jpg"
"1766925094-892","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3098344_uploaded_image1_1620209550.jpg"
"1766925094-893","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robes enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3098340_uploaded_image1_1620209467.jpg"
"1766925094-894","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensembles enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3097531_uploaded_image1_1620165477.jpg"
"1766925094-895","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robes enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3097522_uploaded_image1_1620165342.jpg"
"1766925094-896","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robes enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3097519_uploaded_image1_1620165230.jpg"
"1766925094-897","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensembles pour enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3097512_uploaded_image1_1620164877.jpg"
"1766925094-898","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Bazin riche avec broderie","18 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3092548_uploaded_image1_1619979222.jpg"
"1766925094-899","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091601_uploaded_image1_1619937730.jpg"
"1766925094-900","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements Enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091599_uploaded_image3_1619937608.jpeg"
"1766925094-901","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091597_uploaded_image1_1619937516.jpg"
"1766925094-902","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Polo Enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091593_uploaded_image1_1619937425.jpg"
"1766925094-903","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091582_uploaded_image1_1619937100.jpg"
"1766925094-904","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robes enfant","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3091576_uploaded_image1_1619936893.jpg"
"1766925094-905","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements Enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091356_uploaded_image1_1619918393.jpg"
"1766925094-906","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements Enfants","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091353_uploaded_image1_1619918261.jpg"
"1766925094-907","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalons jeans enfants","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3091181_uploaded_image1_1619912235.jpg"
"1766925094-908","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble petit garçon","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3088972_uploaded_image1_1619825459.jpg"
"1766925094-909","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3088723_uploaded_image1_1619814031.jpg"
"1766925094-910","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Tunique enfant","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3087733_uploaded_image1_1619763855.jpg"
"1766925094-911","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements friperie enfants","1 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3087186_uploaded_image1_1619724786.jpg"
"1766925094-912","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Chemise enfant","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3086775_uploaded_image1_1619710616.jpg"
"1766925094-913","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfants","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3086774_uploaded_image1_1619710562.jpg"
"1766925094-914","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Chemise enfant","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3086770_uploaded_image1_1619710501.jpg"
"1766925094-915","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086234_uploaded_image1_1619695623.jpg"
"1766925094-916","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086230_uploaded_image1_1619695571.jpg"
"1766925094-917","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086229_uploaded_image1_1619695508.jpg"
"1766925094-918","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086225_uploaded_image1_1619695446.jpg"
"1766925094-919","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3086220_uploaded_image1_1619695388.jpg"
"1766925094-920","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe fillette","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3083787_uploaded_image1_1619562155.jpg"
"1766925094-921","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfants","1 300CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3083311_uploaded_image1_1619543622.jpg"
"1766925094-922","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","10 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3079390_uploaded_image3_1619366149.jpeg"
"1766925094-923","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Boxer enfant","6 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3077069_uploaded_image1_1619214743.jpg"
"1766925094-924","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble fille","2 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3072126_uploaded_image1_1619012521.jpg"
"1766925094-925","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble fille","2 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3072113_uploaded_image1_1619012309.jpg"
"1766925094-926","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfant","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3067708_uploaded_image1_1618829674.jpg"
"1766925094-927","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Body bébé","10 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3067317_uploaded_image1_1618813231.jpg"
"1766925094-928","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Grenouillère bébé","3 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3067315_uploaded_image1_1618813047.jpg"
"1766925094-929","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3061627_uploaded_image1_1618503756.jpg"
"1766925094-930","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble vêtement enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3061615_uploaded_image1_1618503481.jpg"
"1766925094-931","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble bébé","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3061601_uploaded_image1_1618503055.jpg"
"1766925094-932","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Lacoste enfant","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3057300_uploaded_image1_1618332021.jpg"
"1766925094-933","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalon enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056602_uploaded_image1_1618315072.jpg"
"1766925094-934","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056595_uploaded_image1_1618314916.jpg"
"1766925094-935","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalon enfant","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056588_uploaded_image1_1618314847.jpg"
"1766925094-936","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056583_uploaded_image1_1618314776.jpg"
"1766925094-937","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056578_uploaded_image1_1618314619.jpg"
"1766925094-938","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","T-shirt enfant","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056575_uploaded_image1_1618314552.jpg"
"1766925094-939","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056574_uploaded_image1_1618314483.jpg"
"1766925094-940","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble blouson enfant","6 500CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3053772_uploaded_image1_1618187520.jpg"
"1766925094-941","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","T-shirt enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3051993_uploaded_image1_1618077955.jpg"
"1766925094-942","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble  body et collant","2 500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3043879_uploaded_image1_1617740872.jpg"
"1766925094-943","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3041195_uploaded_image1_1617633853.jpg"
"1766925094-944","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","1 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3041189_uploaded_image1_1617633624.jpg"
"1766925094-945","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensembles pour enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3038305_uploaded_image1_1617474792.jpg"
"1766925094-946","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Set de baptême","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3038303_uploaded_image1_1617474759.jpg"
"1766925094-947","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfants","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3038014_uploaded_image1_1617463542.jpg"
"1766925094-948","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3038010_uploaded_image1_1617463363.jpg"
"1766925094-949","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3037998_uploaded_image1_1617463131.jpg"
"1766925094-950","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Grenouillère","1 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3037698_uploaded_image1_1617454183.jpg"
"1766925094-951","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Body enfant","500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3037697_uploaded_image1_1617454125.jpg"
"1766925094-952","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensembles enfant + chapeau","1 500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3037692_uploaded_image1_1617454021.jpg"
"1766925094-953","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","2 500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3037689_uploaded_image1_1617453933.jpg"
"1766925094-954","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble bébé","9 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3035855_uploaded_image1_1617379859.jpg"
"1766925094-955","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble blouson enfant","8 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3035799_uploaded_image2_1617378839.jpeg"
"1766925098-956","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe de princesse","10 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3401212_uploaded_image1_1635078924.jpg"
"1766925098-957","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe de princesse","10 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3401211_uploaded_image1_1635078841.jpg"
"1766925098-958","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtement bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3398130_uploaded_image1_1634894756.jpg"
"1766925098-959","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtement bébé","3 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3396665_uploaded_image1_1634813452.jpg"
"1766925098-960","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble bébé","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3396563_uploaded_image1_1634810875.jpg"
"1766925098-961","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Grenouillère bébé","6 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3374507_uploaded_image1_1633645210.jpg"
"1766925098-962","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Articles bébés","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395767_uploaded_image1_1634755870.jpg"
"1766925098-963","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe bébé","1 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395494_uploaded_image1_1634745752.jpg"
"1766925098-964","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtement bébé","1 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395485_uploaded_image3_1634745594.jpeg"
"1766925098-965","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfants","2 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395480_uploaded_image1_1634745484.jpg"
"1766925098-966","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Grenouillère bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3340891_uploaded_image1_1631956848.jpg"
"1766925098-967","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Grenouillère bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3340897_uploaded_image1_1631956928.jpg"
"1766925098-968","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg"
"1766925098-969","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Short de friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365569_uploaded_image1_1633264344.jpg"
"1766925098-970","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Jeans de friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365568_uploaded_image1_1633264290.jpg"
"1766925098-971","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Jeans de friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365566_uploaded_image1_1633264236.jpg"
"1766925098-972","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Jeans de friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365564_uploaded_image1_1633264163.jpg"
"1766925098-973","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Short de friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365562_uploaded_image1_1633264117.jpg"
"1766925098-974","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Caleçon enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3347857_uploaded_image1_1632316849.jpg"
"1766925098-975","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Tee-shirt enfant","4 000CFA","Tambacounda, Sénégal","https://images.coinafrique.com/thumb_3344999_uploaded_image1_1632183344.jpg"
"1766925098-976","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble pour bébé","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3342098_uploaded_image1_1632007227.jpg"
"1766925098-977","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfant","4 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3339695_uploaded_image1_1631884032.jpg"
"1766925098-978","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3338087_uploaded_image1_1631803844.jpg"
"1766925098-979","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Pantalon enfant","5 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3334446_uploaded_image1_1631630022.jpg"
"1766925098-980","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Pantalon enfant","5 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3334439_uploaded_image1_1631629866.jpg"
"1766925098-981","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3330818_uploaded_image1_1631454754.jpg"
"1766925098-982","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Maillot enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3323046_uploaded_image1_1631093504.jpg"
"1766925098-983","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Hijab  enfant","1 500CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3319762_uploaded_image1_1630942932.jpg"
"1766925098-984","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble garçon","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3312390_uploaded_image1_1630601676.jpg"
"1766925098-985","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble garçon","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3312388_uploaded_image1_1630601614.jpg"
