web_scraper_order,web_scraper_start_url,image,type,prix,adresse
"1766587022-6873","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4088781_uploaded_image1_1675982488.jpg","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6874","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4129976_uploaded_image1_1678540738.jpg","Baskets  Adidas","25 000CFA","Colobane, Dakar, Sénégal"
"1766587022-6875","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4129971_uploaded_image1_1678540424.jpg","Chaussures mixte","35 000CFA","Colobane, Dakar, Sénégal"
"1766587022-6876","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4129388_uploaded_image1_1678492917.jpg","Chaussures homme","10 000CFA","Ouest Foire, Dakar, Sénégal"
"1766587022-6877","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4086814_uploaded_image1_1675882102.jpg","Chaussures Stan Smith","Prix sur demande","Dakar Plateau, Dakar, Sénégal"
"1766587022-6878","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4086815_uploaded_image1_1675882200.jpg","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6879","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4086821_uploaded_image1_1675882729.jpg","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6880","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4089907_uploaded_image1_1676051550.jpg","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal"
"1766587022-6881","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4089909_uploaded_image1_1676051581.jpg","Chaussures homme","Prix sur demande","HLM, Dakar, Sénégal"
"1766587022-6882","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4127393_uploaded_image1_1678384787.jpg","Baskets  Jordan 1","Prix sur demande","Colobane, Dakar, Sénégal"
"1766587022-6883","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4127340_uploaded_image1_1678383356.jpg","Chaussures orthopédiques cuir","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766587022-6884","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4127152_uploaded_image1_1678376499.jpg","Sandales friperie","Prix sur demande","Colobane, Dakar, Sénégal"
"1766587022-6885","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4127151_uploaded_image1_1678376412.jpg","Sandales friperie","Prix sur demande","Colobane, Dakar, Sénégal"
"1766587022-6886","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4089637_uploaded_image1_1676039540.jpg","Chaussures homme","20 000CFA","Fass, Dakar, Sénégal"
"1766587022-6887","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4126517_uploaded_image1_1678354948.jpg","Baskets homme","10 000CFA","Point E, Dakar, Sénégal"
"1766587022-6888","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4126171_uploaded_image1_1678314987.jpg","Chaussures orthopédique en cuir","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766587026-6889","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4169129_uploaded_image1_1680984492.jpg","Chaussures homme","17 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766587026-6890","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4168134_uploaded_image2_1680918610.jpeg","Baskets  Air Jordan 4","25 000CFA","Sicap Liberté, Dakar, Sénégal"
"1766587026-6891","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4168133_uploaded_image1_1680918241.jpg","Baskets  Air Jordan 1","20 000CFA","Sicap Liberté, Dakar, Sénégal"
"1766587026-6892","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4168129_uploaded_image1_1680917921.jpg","Baskets  Nike Dunk SB","25 000CFA","Sicap Liberté, Dakar, Sénégal"
"1766587026-6893","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4127761_uploaded_image1_1678401693.jpg","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6894","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4127753_uploaded_image1_1678401332.jpg","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6895","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4167764_uploaded_image2_1680894723.jpeg","Chaussures Berluti","Prix sur demande","Dakar, Sénégal"
"1766587026-6896","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4167429_uploaded_image1_1680879076.jpg","Moccasins homme","18 000CFA","Ouest Foire, Dakar, Sénégal"
"1766587026-6897","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4126154_uploaded_image1_1678314163.jpg","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6898","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4126152_uploaded_image1_1678314019.jpg","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6899","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4166492_uploaded_image1_1680821132.jpg","Baskets homme","25 000CFA","Grand Dakar, Dakar, Sénégal"
"1766587026-6900","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4166400_uploaded_image1_1680816678.jpg","Sandales  homme","Prix sur demande","Dakar, Sénégal"
"1766587026-6901","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4166396_uploaded_image1_1680816525.jpg","Sandales  homme","Prix sur demande","Dakar, Sénégal"
"1766587026-6902","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4166394_uploaded_image1_1680816390.jpg","Chaussures homme","Prix sur demande","Dakar, Sénégal"
"1766587026-6903","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4166328_uploaded_image1_1680812137.jpg","Chaussures homme","20 000CFA","Ouest Foire, Dakar, Sénégal"
"1766587026-6904","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4126058_uploaded_image1_1678308609.jpg","Chaussures homme","25 000CFA","Fass, Dakar, Sénégal"
"1766587026-6905","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4166055_uploaded_image1_1680799071.jpg","Chaussures homme","23 000CFA","Hann Bel-Air, Dakar, Sénégal"
"1766587026-6906","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4165893_uploaded_image1_1680792859.jpg","Bakets Nike Air Jordan 1","Prix sur demande","Dakar, Sénégal"
"1766587026-6907","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4123995_uploaded_image1_1678200649.jpg","Baskets Versace","30 000CFA","HLM, Dakar, Sénégal"
"1766587026-6908","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4124005_uploaded_image1_1678201146.jpg","Baskets Converse Run Star Hike","30 000CFA","HLM, Dakar, Sénégal"
"1766587026-6909","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4124008_uploaded_image1_1678201408.jpg","Baskets Dior B23","30 000CFA","HLM, Dakar, Sénégal"
"1766587026-6910","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4123997_uploaded_image1_1678200874.jpg","Baskets Air Jordan 1","30 000CFA","HLM, Dakar, Sénégal"
"1766587026-6911","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4124266_uploaded_image1_1678210632.jpg","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6912","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4124191_uploaded_image1_1678207905.jpg","Chaussures Walabees","16 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6913","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4124276_uploaded_image1_1678210906.jpg","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6914","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4124279_uploaded_image1_1678210986.jpg","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6915","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4124286_uploaded_image1_1678211237.jpg","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6916","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4120995_uploaded_image1_1678022603.jpg","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6917","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4120979_uploaded_image1_1678022126.jpg","Chaussures homme","10 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6918","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4121017_uploaded_image1_1678023439.jpg","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6919","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4121015_uploaded_image1_1678023305.jpg","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6920","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4121019_uploaded_image1_1678023647.jpg","Chaussures Stan Smith","13 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6921","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4161081_uploaded_image1_1680537623.jpg","Baskets Nike Air force 1","20 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587026-6922","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4161073_uploaded_image1_1680537357.jpg","Baskets Jordan XIII Retro","20 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587026-6923","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4161040_uploaded_image1_1680536854.jpg","Sandales Valentino Gravani","5 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587026-6924","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4161031_uploaded_image1_1680536676.jpg","Slippers homme","5 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587026-6925","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4161025_uploaded_image1_1680536574.jpg","Baskets Nike Air Max 720","20 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587026-6926","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4160986_uploaded_image1_1680535578.jpg","Baskets Nike Air Max 720","20 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587026-6927","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4160033_uploaded_image1_1680502767.jpg","Chaussures homme","35 000CFA","Dakar, Sénégal"
"1766587026-6928","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4159496_uploaded_image1_1680458214.jpg","Baskets  Nike Fear","Prix sur demande","Colobane, Dakar, Sénégal"
"1766587026-6929","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4159492_uploaded_image1_1680458074.jpg","Baskets  Nike Air Force 1","Prix sur demande","Colobane, Dakar, Sénégal"
"1766587026-6930","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4159456_uploaded_image1_1680456579.jpg","Baskets  Air Force One","Prix sur demande","Colobane, Dakar, Sénégal"
"1766587026-6931","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4159147_uploaded_image1_1680438128.jpg","Baskets homme","15 000CFA","Colobane, Dakar, Sénégal"
"1766587026-6932","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4159144_uploaded_image1_1680437915.jpg","Baskets homme","15 000CFA","Colobane, Dakar, Sénégal"
"1766587026-6933","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4118719_uploaded_image1_1677861541.jpg","Sandales orthopédiques","13 500CFA","Grand Yoff, Dakar, Sénégal"
"1766587026-6934","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4121248_uploaded_image1_1678038165.jpg","Chaussures homme","12 000CFA","Colobane, Dakar, Sénégal"
"1766587026-6935","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4121241_uploaded_image1_1678037998.jpg","Chaussures homme","10 000CFA","Colobane, Dakar, Sénégal"
"1766587026-6936","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4121230_uploaded_image1_1678037752.jpg","Chaussures homme","12 000CFA","Colobane, Dakar, Sénégal"
"1766587026-6937","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4117128_uploaded_image1_1677780649.jpg","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6938","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4117147_uploaded_image1_1677781134.jpg","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6939","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4117141_uploaded_image1_1677780968.jpg","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6940","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4157088_uploaded_image1_1680303772.jpg","Chaussures homme","Prix sur demande","Touba, Sénégal"
"1766587026-6941","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4115658_uploaded_image1_1677711423.jpg","Wallabees","16 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6942","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4117091_uploaded_image1_1677779807.jpg","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6943","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4115652_uploaded_image1_1677711184.jpg","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587026-6944","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4120267_uploaded_image1_1677957170.jpg","Chaussures homme","35 000CFA","Colobane, Dakar, Sénégal"
"1766587026-6945","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4156424_uploaded_image1_1680264197.jpg","Chaussures homme","10 000CFA","Patte d'oie, Dakar, Sénégal"
"1766587026-6946","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4113574_uploaded_image1_1677624355.jpg","Chaussures Stan Smith","13 000CFA","Diamniadio, Sénégal"
"1766587026-6947","https://sn.coinafrique.com/categorie/chaussures-homme?page=37","https://images.coinafrique.com/thumb_4113561_uploaded_image1_1677623850.jpg","Chaussures homme","25 000CFA","Diamniadio, Sénégal"
