web_scraper_order,web_scraper_start_url,image,type,prix,adresse
"1766586901-4451","https://sn.coinafrique.com/categorie/chaussures-homme?page=67","https://images.coinafrique.com/thumb_3525796_uploaded_image1_1642255229.jpg","Baskets Puma","Prix sur demande","Dakar, Sénégal"
"1766586901-4452","https://sn.coinafrique.com/categorie/chaussures-homme?page=67","https://images.coinafrique.com/thumb_3525776_uploaded_image1_1642254508.jpg","Chaussures homme","45 000CFA","Ouest Foire, Dakar, Sénégal"
"1766586905-4453","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3568392_uploaded_image2_1644925371.jpeg","Chaussures Boppsen","15 000CFA","Dakar, Sénégal"
"1766586905-4454","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3568377_uploaded_image2_1644924901.jpeg","Chaussures homme","14 000CFA","Dakar, Sénégal"
"1766586905-4455","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3568197_uploaded_image1_1644919544.jpg","Chaussures homme","10 000CFA","Yoff, Dakar, Sénégal"
"1766586905-4456","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3566687_uploaded_image1_1644806978.jpg","Chaussures homme","25 000CFA","Dakar, Sénégal"
"1766586905-4457","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3566538_uploaded_image1_1644789019.jpg","Baskets homme","20 000CFA","Medina, Dakar, Sénégal"
"1766586905-4458","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3565670_uploaded_image1_1644712661.jpg","Chaussures homme","20 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586905-4459","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3565385_uploaded_image1_1644688804.jpg","Mocassins homme","15 000CFA","Medina, Dakar, Sénégal"
"1766586905-4460","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3565154_uploaded_image1_1644676140.jpg","Baskets Air Jordan","20 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586905-4461","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3565104_uploaded_image1_1644674219.jpg","Chaussures homme","12 500CFA","Mbao, Dakar, Sénégal"
"1766586905-4462","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3565050_uploaded_image1_1644671319.jpg","Chaussures orthopédiques","10 000CFA","Grand Yoff, Dakar, Sénégal"
"1766586905-4463","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3565045_uploaded_image1_1644671240.jpg","Chaussures orthopédiques","10 000CFA","Grand Yoff, Dakar, Sénégal"
"1766586905-4464","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3564156_uploaded_image2_1644601983.jpeg","Chaussures homme","12 500CFA","Mbao, Dakar, Sénégal"
"1766586905-4465","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3563623_uploaded_image1_1644581686.jpg","Baskets homme","Prix sur demande","Dakar, Sénégal"
"1766586905-4466","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3562831_uploaded_image1_1644524289.jpg","Chaussures Timberland","22 000CFA","Ouest Foire, Dakar, Sénégal"
"1766586905-4467","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3562073_uploaded_image1_1644496738.jpg","Baskets homme","20 000CFA","Patte d'oie, Dakar, Sénégal"
"1766586905-4468","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3561142_uploaded_image1_1644430686.jpg","Boots homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal"
"1766586905-4469","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3561044_uploaded_image1_1644426537.jpg","Mocassins homme","Prix sur demande","Colobane, Dakar, Sénégal"
"1766586905-4470","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3560410_uploaded_image1_1644404559.jpg","Chaussures homme en cuir","6 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586905-4471","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3560323_uploaded_image1_1644401764.jpg","Chaussures Berluti Paris","40 000CFA","Ouest Foire, Dakar, Sénégal"
"1766586905-4472","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3560076_uploaded_image3_1644386084.jpeg","Chaussures Timberland","Prix sur demande","Colobane, Dakar, Sénégal"
"1766586905-4473","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3560002_uploaded_image1_1644368568.jpg","Chaussures Nike","20 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586905-4474","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3559428_uploaded_image1_1644339695.jpg","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal"
"1766586905-4475","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3559298_uploaded_image2_1644335240.jpeg","Baskets homme","Prix sur demande","Colobane, Dakar, Sénégal"
"1766586905-4476","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3558400_uploaded_image1_1644286085.jpg","Baskets homme","Prix sur demande","Medina, Dakar, Sénégal"
"1766586905-4477","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3557709_uploaded_image1_1644238904.jpg","Chaussures Orthopédiques","12 000CFA","Guediawaye, Dakar, Sénégal"
"1766586905-4478","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3556925_uploaded_image1_1644164753.jpg","Chaussures homme","12 000CFA","Yoff, Dakar, Sénégal"
"1766586905-4479","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3556736_uploaded_image1_1644153418.jpg","Baskets New Balance 327","18 000CFA","Grand Yoff, Dakar, Sénégal"
"1766586905-4480","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3556150_uploaded_image1_1644092428.jpg","Chaussures homme","Prix sur demande","Medina, Dakar, Sénégal"
"1766586905-4481","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3555819_uploaded_image1_1644075187.jpg","Baskets homme","16 000CFA","Grand Yoff, Dakar, Sénégal"
"1766586905-4482","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3515272_uploaded_image1_1641646417.jpg","Chaussures Puma","20 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586905-4483","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3515268_uploaded_image1_1641646271.jpg","Chaussures Adidas","20 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586905-4484","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3515262_uploaded_image1_1641646143.jpg","Chaussures Adidas","20 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586905-4485","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3515205_uploaded_image1_1641644226.jpg","Chaussures Nike","20 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586905-4486","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3555115_uploaded_image1_1644026676.jpg","Chaussures Galaxy","7 000CFA","Yoff, Dakar, Sénégal"
"1766586905-4487","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3555043_uploaded_image1_1644017723.jpg","Chaussures homme","5 000CFA","Colobane, Dakar, Sénégal"
"1766586905-4488","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3554938_uploaded_image1_1644011838.jpg","Baskets Vans Old Skool","18 000CFA","Yoff, Dakar, Sénégal"
"1766586905-4489","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3554921_uploaded_image1_1644011240.jpg","Chaussures Nike Air Force One - blanc","17 000CFA","Dakar, Sénégal"
"1766586905-4490","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3554283_uploaded_image1_1643987054.jpg","Chaussures Timberland","Prix sur demande","Dakar, Sénégal"
"1766586905-4491","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3554278_uploaded_image2_1643986922.jpeg","Chaussures homme","Prix sur demande","Dakar, Sénégal"
"1766586905-4492","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3554270_uploaded_image1_1643986742.jpg","Chaussures homme","Prix sur demande","Dakar, Sénégal"
"1766586905-4493","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3554151_uploaded_image1_1643982508.jpg","Chaussures homme","Prix sur demande","Dakar, Sénégal"
"1766586905-4494","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3554141_uploaded_image2_1643982361.jpeg","Chaussures homme","Prix sur demande","Dakar, Sénégal"
"1766586905-4495","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3552581_uploaded_image1_1643898710.jpg","Chaussures homme","30 000CFA","Guediawaye, Dakar, Sénégal"
"1766586905-4496","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3552093_uploaded_image1_1643887822.jpg","Boots homme","25 000CFA","Yoff, Dakar, Sénégal"
"1766586905-4497","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3551082_uploaded_image1_1643830021.jpg","Baskets Air Force One","15 000CFA","Grand Yoff, Dakar, Sénégal"
"1766586905-4498","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3551079_uploaded_image2_1643829838.jpeg","Baskets Adidas Stan Smith","14 000CFA","Grand Yoff, Dakar, Sénégal"
"1766586905-4499","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3550354_uploaded_image1_1643805511.jpg","Baskets homme","18 000CFA","Medina, Dakar, Sénégal"
"1766586905-4500","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3549874_uploaded_image1_1643794459.jpg","Baskets Air Max 2021","Prix sur demande","Mbao, Dakar, Sénégal"
"1766586905-4501","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3549860_uploaded_image1_1643794094.jpg","Chaussures Vans","Prix sur demande","Mbao, Dakar, Sénégal"
"1766586905-4502","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3549840_uploaded_image1_1643793557.jpg","Chaussures All Star Converse","Prix sur demande","Mbao, Dakar, Sénégal"
"1766586905-4503","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3549834_uploaded_image1_1643793276.jpg","Chaussures All Star Run Hike","Prix sur demande","Mbao, Dakar, Sénégal"
"1766586905-4504","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3549715_uploaded_image1_1643788072.jpg","Mocassins homme","Prix sur demande","Yoff, Dakar, Sénégal"
"1766586905-4505","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3549509_uploaded_image1_1643770365.jpg","Baskets Jordan 1","18 000CFA","Dakar, Sénégal"
"1766586905-4506","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3549506_uploaded_image1_1643769250.jpg","Chaussures Vans","7 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766586905-4507","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3549392_uploaded_image1_1643758661.jpg","Chaussures Jordan","20 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586905-4508","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3549285_uploaded_image1_1643755697.jpg","Baskets homme","Prix sur demande","Colobane, Dakar, Sénégal"
"1766586905-4509","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3549180_uploaded_image1_1643751640.jpg","Chaussures homme et femme","Prix sur demande","Guédiawaye, Dakar, Sénégal"
"1766586905-4510","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3548730_uploaded_image1_1643735189.jpg","Chaussures orthopédiques","13 000CFA","Guediawaye, Dakar, Sénégal"
"1766586905-4511","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3548440_uploaded_image1_1643727535.jpg","Chaussures en cuir","25 000CFA","Guediawaye, Dakar, Sénégal"
"1766586905-4512","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3548179_uploaded_image1_1643722215.jpg","Chaussures Adidas","25 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586905-4513","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3548166_uploaded_image1_1643721992.jpg","Baskets Adidas Yeezy","25 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586905-4514","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3547813_uploaded_image1_1643715633.jpg","Chaussures homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal"
"1766586905-4515","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3547375_uploaded_image1_1643703746.jpg","Mocassins homme","25 000CFA","Dakar, Sénégal"
"1766586905-4516","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3547371_uploaded_image1_1643703672.jpg","Chaussures Vans Old School","15 000CFA","Dakar, Sénégal"
"1766586905-4517","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3547369_uploaded_image1_1643703630.jpg","Boots homme","30 000CFA","Dakar, Sénégal"
"1766586905-4518","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3546852_uploaded_image1_1643668363.jpg","Baskets Nike Air Jordan 4","30 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586905-4519","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3546841_uploaded_image1_1643667835.jpg","Baskets Nike Air Jordan 1","25 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586905-4520","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3546837_uploaded_image1_1643667624.jpg","Baskets Nike Air Force 1","15 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586905-4521","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3546738_uploaded_image1_1643662450.jpg","Chaussures homme","27 000CFA","Ouest Foire, Dakar, Sénégal"
"1766586905-4522","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3546111_uploaded_image1_1643631475.jpg","Chaussures Weston","15 000CFA","Ouest Foire, Dakar, Sénégal"
"1766586905-4523","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3545300_uploaded_image2_1643565053.jpeg","Chaussures orthopédiques","13 000CFA","Guediawaye, Dakar, Sénégal"
"1766586905-4524","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3513115_uploaded_image1_1641518848.jpg","Mocassins 100% cuir","19 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586905-4525","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3513116_uploaded_image1_1641518973.jpg","Mocassins 100% cuir","19 900CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586905-4526","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3513110_uploaded_image1_1641518500.jpg","Mocassins 100% cuir","19 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586905-4527","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3513109_uploaded_image1_1641518414.jpg","Mocassins 100% cuir","19 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586905-4528","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3513113_uploaded_image1_1641518691.jpg","Mocassins 100% cuir","19 900CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586905-4529","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3513111_uploaded_image1_1641518584.jpg","Mocassins 100% cuir","19 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586905-4530","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3513093_uploaded_image1_1641516988.jpg","Mocassins 100% cuir","19 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586905-4531","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3513095_uploaded_image1_1641517150.jpg","Mocassins 100% cuir","19 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586905-4532","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3513084_uploaded_image1_1641516339.jpg","Mocassins 100% cuir","19 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586905-4533","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3513090_uploaded_image1_1641516695.jpg","Mocassins 100% cuir","19 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586905-4534","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3513074_uploaded_image1_1641515665.jpg","Mocassins 100% cuir","19 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586905-4535","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3544390_uploaded_image1_1643482493.jpg","Sandales homme","10 500CFA","Ouest Foire, Dakar, Sénégal"
"1766586905-4536","https://sn.coinafrique.com/categorie/chaussures-homme?page=66","https://images.coinafrique.com/thumb_3543310_uploaded_image1_1643400520.jpg","Chaussures homme","20 000CFA","Medina, Dakar, Sénégal"
"1766586909-4537","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3584736_uploaded_image1_1645970782.jpg","Sandales cuir","20 000CFA","Fann, Dakar, Sénégal"
"1766586909-4538","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3584733_uploaded_image1_1645970618.jpg","Sandales cuir homme","15 000CFA","Fann, Dakar, Sénégal"
"1766586909-4539","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3584731_uploaded_image1_1645970376.jpg","Sandales cuir homme","20 000CFA","Fann, Dakar, Sénégal"
"1766586909-4540","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3584574_uploaded_image1_1645957776.jpg","Chaussures homme","15 000CFA","Dakar, Sénégal"
"1766586909-4541","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3584337_uploaded_image3_1645919742.jpeg","Chaussures Adidas","20 000CFA","Medina, Dakar, Sénégal"
"1766586909-4542","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3584335_uploaded_image2_1645919700.jpeg","Chaussures Light Bone","20 000CFA","Medina, Dakar, Sénégal"
"1766586909-4543","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3584197_uploaded_image1_1645908527.jpg","Chaussures homme","Prix sur demande","Colobane, Dakar, Sénégal"
"1766586909-4544","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3584065_uploaded_image1_1645900039.jpg","Chaussures Timberland","Prix sur demande","Patte d'oie, Dakar, Sénégal"
"1766586909-4545","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3584013_uploaded_image1_1645897540.jpg","Chaussures Timberland cuir","20 000CFA","Ouest Foire, Dakar, Sénégal"
"1766586909-4546","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3544573_uploaded_image1_1643496153.jpg","Babouches marocaines","10 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586909-4547","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3583644_uploaded_image1_1645878138.jpg","Chaussures Nike","Prix sur demande","Pikine, Sénégal"
"1766586909-4548","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3583264_uploaded_image1_1645834848.jpg","Chaussures Converse","25 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586909-4549","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3583064_uploaded_image1_1645823673.jpg","Chaussures homme","17 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586909-4550","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3583061_uploaded_image1_1645823447.jpg","Chaussures homme","17 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586909-4551","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3582946_uploaded_image1_1645815606.jpg","Chaussures Mixte","17 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586909-4552","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3582943_uploaded_image1_1645815534.jpg","Chaussures Mixte","17 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586909-4553","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3582938_uploaded_image1_1645815045.jpg","Chaussures homme","22 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586909-4554","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3582619_uploaded_image1_1645798883.jpg","Baskets Nike Air Force 1","30 000CFA","Colobane, Dakar, Sénégal"
"1766586909-4555","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3582618_uploaded_image1_1645798828.jpg","Baskets Nike Air Force 1","25 000CFA","Colobane, Dakar, Sénégal"
"1766586909-4556","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3582484_uploaded_image1_1645794586.jpg","Chanssures Lacoste en cuir","15 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586909-4557","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3582476_uploaded_image1_1645794436.jpg","Chaussures Adidas","18 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586909-4558","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3582297_uploaded_image1_1645788632.jpg","Chaussures Balanciaga","25 000CFA","Dakar, Sénégal"
"1766586909-4559","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3582096_uploaded_image1_1645780568.jpg","Sandales homme","12 500CFA","Pikine, Sénégal"
"1766586909-4560","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3581965_uploaded_image1_1645758429.jpg","Baskets Jordan","18 000CFA","Dakar, Sénégal"
"1766586909-4561","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3581963_uploaded_image1_1645758261.jpg","Baskets Jordan  1","18 000CFA","Dakar, Sénégal"
"1766586909-4562","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3581936_uploaded_image1_1645752048.jpg","Mocassins","Prix sur demande","Colobane, Dakar, Sénégal"
"1766586909-4563","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3581602_uploaded_image1_1645726925.jpg","Baskets homme","555CFA","Patte d'oie, Dakar, Sénégal"
"1766586909-4564","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3581465_uploaded_image1_1645719832.jpg","Boots homme","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766586909-4565","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3581292_uploaded_image1_1645714644.jpg","Chaussures Berluti","34 000CFA","Guediawaye, Dakar, Sénégal"
"1766586909-4566","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3581248_uploaded_image2_1645712854.jpeg","Sandales homme","Prix sur demande","Mariste, Dakar, Sénégal"
"1766586909-4567","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3581193_uploaded_image1_1645710742.jpg","Baskets New balance","27 000CFA","Medina, Dakar, Sénégal"
"1766586909-4568","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3580964_uploaded_image1_1645702270.jpg","Baskets Air Jordan 1","25 000CFA","Ngaparou, Sénégal"
"1766586909-4569","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3580845_uploaded_image1_1645697928.jpg","Souliers homme","Prix sur demande","Dakar, Sénégal"
"1766586909-4570","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3580830_uploaded_image1_1645697496.jpg","Baskets Air Force One","Prix sur demande","Dakar, Sénégal"
"1766586909-4571","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3580516_uploaded_image1_1645668349.jpg","Chaussures homme","20 000CFA","Biscuiterie, Dakar, Sénégal"
"1766586909-4572","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3580513_uploaded_image1_1645668137.jpg","Chaussures Adidas","15 000CFA","Biscuiterie, Dakar, Sénégal"
"1766586909-4573","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3580034_uploaded_image1_1645636375.jpg","Baskets homme","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766586909-4574","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3578910_uploaded_image1_1645572046.jpg","Baskets Nike Air Force 1","25 000CFA","Guédiawaye, Dakar, Sénégal"
"1766586909-4575","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3578869_uploaded_image1_1645568606.jpg","Babouches en cuir","8 000CFA","Grand Yoff, Dakar, Sénégal"
"1766586909-4576","https://sn.coinafrique.com/categorie/chaussures-homme?page=65","https://images.coinafrique.com/thumb_3578867_uploaded_image1_1645568473.jpg","Babouches en cuir","8 000CFA","Grand Yoff, Dakar, Sénégal"
